,Title,Year,Category,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score
3852,The Innkeepers ,2011.0,Horror,English,USA,R,101.0,2.35,750000.0,77501.0,Ti West,Lena Dunham,Jake Ryan,Pat Healy,243.0,969.0,128.0,74.0,1252,0,0.0,27260,247.0,292.0,5.5
3853,The Iron Lady ,2011.0,Biography|Drama|History,English,UK,PG-13,105.0,2.35,13000000.0,29959436.0,Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,58.0,11000.0,1000.0,583.0,12894,18000,1.0,82327,350.0,331.0,6.4
3854,The Legend of Hell's Gate: An American Conspiracy ,2011.0,Action|Adventure|History|Western,English,USA,PG-13,108.0,,2000000.0,,Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,531.0,10000.0,1000.0,894.0,15707,651,1.0,583,14.0,2.0,4.4
3855,The Lincoln Lawyer ,2011.0,Crime|Drama|Thriller,English,USA,R,118.0,2.35,40000000.0,57981889.0,Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,65.0,11000.0,980.0,638.0,13943,25000,1.0,173848,203.0,274.0,7.3
3856,The Lion of Judah ,2011.0,Animation,English,USA,PG,87.0,1.78,15000000.0,,Deryck Broom,Vic Mignogna,Omar Benson Miller,Anupam Kher,11.0,578.0,418.0,397.0,1730,381,0.0,458,3.0,7.0,3.7
3857,The Mechanic ,2011.0,Action|Crime|Thriller,English,USA,R,93.0,2.35,40000000.0,29113588.0,Simon West,Jason Statham,Tony Goldwyn,Mini Anden,165.0,26000.0,956.0,350.0,27834,16000,0.0,117999,181.0,252.0,6.6
3858,The Muppets ,2011.0,Adventure|Comedy|Family|Musical,English,USA,PG,103.0,1.85,45000000.0,88625922.0,James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,33.0,970.0,91.0,84.0,1336,26000,3.0,75176,252.0,398.0,7.1
3859,The Raid: Redemption ,2011.0,Action|Crime|Thriller,Indonesian,Indonesia,R,102.0,1.85,1100000.0,4105123.0,Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah,338.0,1000.0,342.0,60.0,1445,51000,0.0,148221,316.0,481.0,7.6
3860,The Ridges ,2011.0,Drama|Horror|Thriller,English,USA,,143.0,,17350.0,,Brandon Landers,Robbie Barnes,Alana Kaniewski,Brandon Landers,8.0,720.0,19.0,8.0,770,33,0.0,125,8.0,,3.0
3861,The Rite ,2011.0,Drama|Horror|Mystery|Thriller,English,USA,PG-13,114.0,2.35,37000000.0,33037754.0,Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Toby Jones,101.0,12000.0,3000.0,2000.0,19904,23000,1.0,75864,197.0,267.0,6.0
3862,The Roommate ,2011.0,Drama|Horror|Thriller,English,USA,PG-13,91.0,2.35,16000000.0,37300107.0,Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,26.0,3000.0,1000.0,638.0,5349,0,1.0,29147,115.0,138.0,4.8
3863,The Sitter ,2011.0,Comedy,English,USA,R,87.0,1.85,,30538669.0,David Gordon Green,Ari Graynor,J.B. Smoove,Kylie Bunbury,234.0,904.0,555.0,370.0,3850,0,3.0,60202,114.0,146.0,5.7
3864,The Smurfs ,2011.0,Adventure|Animation|Comedy|Family|Fantasy,English,USA,PG,103.0,1.78,110000000.0,142614158.0,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,67.0,383.0,113.0,111.0,692,31000,3.0,66593,153.0,172.0,5.5
3865,The Son of No One ,2011.0,Crime|Drama|Thriller,English,USA,R,90.0,2.35,15000000.0,28870.0,Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,68.0,17000.0,14000.0,642.0,32814,0,5.0,14280,41.0,62.0,5.1
3866,The Three Musketeers ,2011.0,Action|Adventure|Romance,English,Germany,PG-13,110.0,2.35,75000000.0,20315324.0,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,545.0,14000.0,8000.0,5000.0,27694,19000,8.0,88542,254.0,228.0,5.8
3867,The Tree of Life ,2011.0,Drama|Fantasy,English,USA,PG-13,139.0,1.85,32000000.0,13303319.0,Terrence Malick,Brad Pitt,Tye Sheridan,Fiona Shaw,0.0,11000.0,1000.0,687.0,13021,39000,0.0,136367,975.0,584.0,6.7
3868,There Be Dragons ,2011.0,Biography|Drama|War,English,Spain,PG-13,102.0,2.35,36000000.0,1068392.0,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,596.0,877.0,794.0,785.0,3497,2000,0.0,3865,53.0,77.0,5.9
3869,Thor ,2011.0,Action|Adventure|Fantasy,English,USA,PG-13,115.0,2.35,150000000.0,181015141.0,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,0.0,26000.0,20000.0,12000.0,60059,63000,1.0,536314,738.0,516.0,7.0
3870,Tinker Tailor Soldier Spy ,2011.0,Drama|Mystery|Thriller,English,France,R,127.0,2.35,20000000.0,24104113.0,Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,140.0,19000.0,14000.0,10000.0,46241,24000,1.0,149066,517.0,466.0,7.1
3871,Tower Heist ,2011.0,Action|Comedy|Crime,English,USA,PG-13,104.0,2.35,75000000.0,78009155.0,Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,420.0,2000.0,906.0,535.0,3768,0,5.0,110073,194.0,236.0,6.2
3872,Transformers: Dark of the Moon ,2011.0,Action|Adventure|Sci-Fi,English,USA,PG-13,154.0,2.35,195000000.0,352358779.0,Michael Bay,Glenn Morshower,Lester Speight,Kevin Dunn,0.0,894.0,829.0,581.0,2593,46000,2.0,326180,899.0,428.0,6.3
3873,Twixt ,2011.0,Comedy|Fantasy|Horror|Mystery,English,USA,R,88.0,1.85,7000000.0,,Francis Ford Coppola,Alden Ehrenreich,Bruce Dern,Joanne Whalley,0.0,1000.0,844.0,507.0,3150,0,0.0,8589,70.0,112.0,4.8
3874,Unknown ,2011.0,Action|Mystery|Thriller,English,UK,PG-13,113.0,2.35,30000000.0,61094903.0,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,174.0,14000.0,903.0,767.0,17152,29000,3.0,210542,332.0,349.0,6.9
3875,Unknown ,2011.0,Action|Mystery|Thriller,English,UK,PG-13,113.0,2.35,30000000.0,61094903.0,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,174.0,14000.0,902.0,767.0,17151,29000,3.0,210548,332.0,349.0,6.9
3876,War Horse ,2011.0,Drama|War,English,USA,PG-13,146.0,2.35,66000000.0,79883359.0,Steven Spielberg,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,14000.0,25000.0,19000.0,979.0,46726,28000,1.0,116159,488.0,388.0,7.2
3877,Warrior ,2011.0,Drama|Sport,English,USA,PG-13,140.0,2.35,25000000.0,13651662.0,Gavin O'Connor,Tom Hardy,Frank Grillo,Kevin Dunn,149.0,27000.0,798.0,581.0,29692,77000,1.0,332276,514.0,317.0,8.2
3878,Water for Elephants ,2011.0,Drama|Romance,English,USA,PG-13,120.0,2.35,38000000.0,58700247.0,Francis Lawrence,Robert Pattinson,Christoph Waltz,James Frain,508.0,21000.0,11000.0,1000.0,36062,33000,1.0,95367,260.0,279.0,6.9
3879,We Bought a Zoo ,2011.0,Comedy|Drama|Family,English,USA,PG,124.0,1.85,,75621915.0,Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak,488.0,19000.0,13000.0,1000.0,36873,22000,3.0,111003,199.0,257.0,7.1
3880,We Have Your Husband ,2011.0,Crime|Drama|Thriller,English,USA,TV-PG,87.0,1.78,5000000.0,,Eric Bross,Teri Polo,Esai Morales,Nicholas Gonzalez,49.0,708.0,699.0,601.0,3059,58,1.0,216,3.0,,5.5
3881,We Need to Talk About Kevin ,2011.0,Drama|Thriller,English,UK,R,112.0,2.35,7000000.0,1738692.0,Lynne Ramsay,Ezra Miller,Siobhan Fallon Hogan,Ashley Gerasimovich,159.0,3000.0,294.0,77.0,3547,38000,0.0,95529,301.0,389.0,7.5
3882,Weekend ,2011.0,Drama|Romance,English,UK,Not Rated,97.0,1.85,120000.0,469947.0,Andrew Haigh,Tom Cullen,Chris New,Vauxhall Jermaine,131.0,507.0,75.0,67.0,654,0,0.0,19846,68.0,143.0,7.7
3883,What's Your Number? ,2011.0,Comedy|Romance,English,USA,R,117.0,1.85,20000000.0,13987482.0,Mark Mylod,Chris Evans,Ari Graynor,Ed Begley Jr.,20.0,11000.0,904.0,783.0,15713,0,1.0,58957,91.0,151.0,6.0
3884,Winnie Mandela ,2011.0,Biography|Drama|History,English,South Africa,R,104.0,,15000000.0,,Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo,36.0,549.0,248.0,2.0,801,705,2.0,609,15.0,17.0,6.0
3885,Winnie the Pooh ,2011.0,Adventure|Animation|Comedy|Family|Musical,English,USA,G,63.0,1.85,30000000.0,26687172.0,Stephen J. Anderson,Craig Ferguson,Robert Lopez,Huell Howser,15.0,759.0,73.0,69.0,1002,0,0.0,15600,55.0,162.0,7.3
3886,Without Men ,2011.0,Comedy,English,USA,R,87.0,,4700000.0,,Gabriela Tagliavini,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,20.0,571.0,345.0,329.0,2006,491,6.0,1427,12.0,4.0,3.2
3887,X-Men: First Class ,2011.0,Action|Adventure|Sci-Fi,English,USA,PG-13,132.0,2.35,160000000.0,146405371.0,Matthew Vaughn,Jennifer Lawrence,Michael Fassbender,Oliver Platt,905.0,34000.0,13000.0,1000.0,50983,54000,3.0,518537,698.0,500.0,7.8
3888,You Got Served: Beat the World ,2011.0,Drama|Music,English,Canada,PG-13,91.0,2.35,10000000.0,,Robert Adetuyi,Shane Pollard,Mishael Morgan,Chase Armitage,8.0,485.0,152.0,111.0,964,0,0.0,1642,11.0,5.0,4.5
3889,Young Adult ,2011.0,Comedy|Drama,English,USA,R,94.0,1.85,12000000.0,16300302.0,Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe,655.0,9000.0,786.0,390.0,10575,0,1.0,64682,203.0,325.0,6.3
3890,Your Highness ,2011.0,Adventure|Comedy|Fantasy,English,USA,R,102.0,2.35,49900000.0,21557240.0,David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco,234.0,20000.0,11000.0,11000.0,45202,18000,3.0,85237,274.0,208.0,5.6
3891,Your Sister's Sister ,2011.0,Comedy|Drama,English,USA,R,90.0,,125000.0,1573712.0,Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,100.0,830.0,128.0,9.0,973,3000,2.0,21618,62.0,171.0,6.7
3892,Zookeeper ,2011.0,Comedy|Family|Romance,English,USA,PG,102.0,2.35,80000000.0,80360866.0,Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,153.0,3000.0,1000.0,269.0,5392,0,1.0,44662,127.0,178.0,5.2
3893,2016: Obama's America ,2012.0,Documentary,English,USA,PG,87.0,1.85,2500000.0,33349949.0,Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,67.0,871.0,118.0,67.0,1111,0,0.0,9010,199.0,30.0,5.1
3894,21 Jump Street ,2012.0,Action|Comedy|Crime,English,USA,R,109.0,2.35,42000000.0,138447667.0,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,97.0,17000.0,971.0,839.0,19968,39000,2.0,408302,345.0,375.0,7.2
3895,A Perfect Plan ,2012.0,Comedy|Romance,French,France,,104.0,2.35,17000000.0,,Pascal Chaumeil,Dany Boon,Malonn Lévana,Alice Pol,8.0,172.0,20.0,8.0,210,853,2.0,5525,11.0,58.0,6.3
3896,A Thousand Words ,2012.0,Comedy|Drama,English,USA,PG-13,91.0,2.35,40000000.0,18438149.0,Brian Robbins,John Gatins,Lou Saliba,Greg Collins,48.0,61.0,46.0,39.0,222,0,8.0,30842,93.0,70.0,5.9
3897,Abraham Lincoln: Vampire Hunter ,2012.0,Action|Fantasy|Horror,English,USA,R,105.0,2.35,69000000.0,37516013.0,Timur Bekmambetov,Rufus Sewell,Dominic Cooper,Benjamin Walker,335.0,3000.0,3000.0,911.0,8281,98000,0.0,128629,348.0,393.0,5.9
3898,Act of Valor ,2012.0,Action|Adventure|Drama|Thriller|War,English,USA,R,110.0,2.35,12000000.0,70011073.0,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,16.0,93.0,17.0,11.0,146,15000,0.0,57996,349.0,216.0,6.5
3899,After ,2012.0,Fantasy|Horror|Mystery|Thriller,English,USA,PG-13,90.0,2.35,650000.0,,Ryan Smith,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra,4.0,523.0,385.0,258.0,1553,1000,0.0,3699,27.0,34.0,5.4
3900,Alex Cross ,2012.0,Action|Crime|Mystery|Thriller,English,USA,PG-13,101.0,2.35,35000000.0,25863915.0,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,357.0,907.0,445.0,374.0,2471,11000,0.0,28257,151.0,211.0,5.1
3901,Alien Uprising ,2012.0,Comedy|Sci-Fi,English,UK,R,101.0,2.35,2500000.0,,Dominic Burns,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,15.0,844.0,722.0,663.0,3132,0,0.0,2753,82.0,20.0,3.1
3902,American Reunion ,2012.0,Comedy,English,USA,R,113.0,1.85,50000000.0,56724080.0,Jon Hurwitz,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,22.0,3000.0,1000.0,1000.0,8398,39000,7.0,172112,181.0,291.0,6.7
3903,Amour ,2012.0,Drama|Romance,French,France,PG-13,127.0,1.85,8900000.0,225377.0,Michael Haneke,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,0.0,678.0,432.0,319.0,1557,33000,1.0,70382,190.0,447.0,7.9
3904,Anna Karenina ,2012.0,Drama|Romance,English,UK,R,129.0,2.35,,12802907.0,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,456.0,2000.0,35.0,0.0,2035,36000,1.0,70886,226.0,324.0,6.6
3905,Antiviral ,2012.0,Horror|Sci-Fi|Thriller,English,Canada,Not Rated,108.0,1.85,3200000.0,,Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,43.0,691.0,480.0,463.0,1962,0,0.0,9356,47.0,188.0,5.7
3906,Arbitrage ,2012.0,Drama|Thriller,English,USA,R,107.0,1.85,12000000.0,7918283.0,Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,27.0,664.0,591.0,360.0,2440,0,1.0,41574,145.0,288.0,6.6
3907,Archaeology of a Woman ,2012.0,Drama,English,USA,,94.0,1.78,200000.0,,Sharon Greytak,Sally Kirkland,Alex Emanuel,Elaine Bromka,0.0,433.0,375.0,178.0,1112,66,1.0,15,3.0,3.0,8.1
3908,Argo ,2012.0,Biography|Drama|History|Thriller,English,USA,R,130.0,2.35,44500000.0,136019448.0,Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,0.0,1000.0,660.0,650.0,3133,89000,1.0,452465,695.0,656.0,7.7
3909,Atlas Shrugged II: The Strike ,2012.0,Drama|Mystery|Sci-Fi,English,USA,PG-13,111.0,2.35,10000000.0,3333823.0,John Putch,Robert Picardo,Diedrich Bader,Esai Morales,60.0,823.0,759.0,699.0,5262,0,0.0,5612,122.0,23.0,5.5
3910,Bachelorette ,2012.0,Comedy|Romance,English,USA,R,87.0,2.35,3000000.0,418268.0,Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,21.0,4000.0,3000.0,416.0,8353,0,3.0,37156,129.0,156.0,5.3
3911,Bait ,2012.0,Action|Horror|Sci-Fi,English,Australia,R,93.0,1.85,30000000.0,,Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano,0.0,465.0,351.0,174.0,1361,0,1.0,11482,82.0,145.0,5.2
3912,Battleship ,2012.0,Action|Adventure|Sci-Fi|Thriller,English,USA,PG-13,131.0,2.35,209000000.0,65173160.0,Peter Berg,Liam Neeson,Alexander Skarsgård,Tadanobu Asano,532.0,14000.0,10000.0,627.0,26679,44000,0.0,202382,751.0,377.0,5.9
3913,Beasts of the Southern Wild ,2012.0,Drama|Fantasy,English,USA,PG-13,93.0,1.85,1800000.0,12784397.0,Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,188.0,2000.0,458.0,168.0,2658,31000,0.0,70336,269.0,663.0,7.3
3914,Big Miracle ,2012.0,Biography|Drama|Romance,English,USA,PG,107.0,2.35,40000000.0,20113965.0,Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly,42.0,875.0,596.0,171.0,1702,0,3.0,15231,66.0,125.0,6.5
3915,Black November ,2012.0,Action|Crime|Drama|Thriller,English,Nigeria,,95.0,,7500000.0,,Jeta Amata,Akon,Nathin Butler,Razaaq Adoti,20.0,262.0,65.0,36.0,409,389,3.0,385,4.0,6.0,5.6
3916,Black Rock ,2012.0,Horror|Thriller,English,USA,R,83.0,1.85,,,Katie Aselton,Katie Aselton,Anslem Richardson,Jay Paulson,224.0,224.0,59.0,37.0,344,0,1.0,6531,47.0,95.0,4.7
3917,Blue Like Jazz ,2012.0,Comedy|Drama,English,USA,PG-13,108.0,1.85,1200000.0,594904.0,Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange,14.0,1000.0,330.0,274.0,1805,0,0.0,2582,89.0,38.0,6.0
3918,Brave ,2012.0,Adventure|Animation|Comedy|Family|Fantasy,English,USA,PG,93.0,2.35,185000000.0,237282182.0,Mark Andrews,Kelly Macdonald,John Ratzenberger,Julie Walters,56.0,2000.0,1000.0,838.0,5005,39000,0.0,273556,428.0,488.0,7.2
3919,Bullet to the Head ,2012.0,Action|Thriller,English,USA,R,92.0,1.85,55000000.0,9483821.0,Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,394.0,13000.0,11000.0,565.0,25418,10000,3.0,39247,131.0,279.0,5.7
3920,Burn ,2012.0,Documentary,English,USA,Not Rated,86.0,2.35,225000.0,111300.0,Tom Putnam,Brendan Doogie Milewski,Donald Austin,Craig Dougherty,15.0,2.0,0.0,0.0,2,801,0.0,575,6.0,22.0,7.5
3921,Casa de mi Padre ,2012.0,Comedy|Western,Spanish,USA,R,84.0,2.35,6000000.0,5895238.0,Matt Piedmont,Will Ferrell,Adrian Martinez,Luis E. Carazo,4.0,8000.0,806.0,546.0,10123,9000,1.0,17169,70.0,133.0,5.5
3922,Celeste & Jesse Forever ,2012.0,Comedy|Drama|Romance,English,USA,R,92.0,2.35,,3094687.0,Lee Toland Krieger,Ari Graynor,Janel Parrish,Rob Huebel,43.0,904.0,517.0,172.0,1751,0,2.0,24391,61.0,193.0,6.7
3923,Chasing Mavericks ,2012.0,Biography|Drama|Sport,English,USA,PG,116.0,1.85,20000000.0,6002756.0,Michael Apted,Gerard Butler,Abigail Spencer,Leven Rambin,150.0,18000.0,1000.0,956.0,21200,13000,2.0,24997,75.0,116.0,7.2
3924,Chernobyl Diaries ,2012.0,Horror|Mystery|Sci-Fi|Thriller,English,USA,R,86.0,1.85,1000000.0,18112929.0,Bradley Parker,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,18.0,1000.0,466.0,300.0,2665,24000,0.0,52642,271.0,270.0,5.0
3925,Chronicle ,2012.0,Drama|Sci-Fi|Thriller,English,USA,PG-13,89.0,1.85,12000000.0,64572496.0,Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,128.0,963.0,465.0,371.0,2054,32000,0.0,204327,471.0,414.0,7.1
3926,Cirque du Soleil: Worlds Away ,2012.0,Fantasy,English,USA,PG,91.0,,,12495865.0,Andrew Adamson,Dallas Barnett,Erica Linz,Igor Zaripov,80.0,473.0,31.0,31.0,539,0,0.0,7100,35.0,73.0,6.8
3927,Cloud Atlas ,2012.0,Drama|Sci-Fi,English,Germany,R,172.0,2.35,102000000.0,27098580.0,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,670.0,15000.0,5000.0,1000.0,22686,124000,5.0,284825,828.0,511.0,7.5
3928,Compliance ,2012.0,Biography|Crime|Drama|Thriller,English,USA,R,90.0,2.35,270000.0,318622.0,Craig Zobel,Dreama Walker,Matt Servitto,James McCaffrey,25.0,601.0,260.0,235.0,1734,0,0.0,24668,175.0,286.0,6.4
3929,Contraband ,2012.0,Action|Crime|Drama|Thriller,English,USA,R,109.0,2.35,25000000.0,66489425.0,Baltasar Kormákur,J.K. Simmons,David O'Hara,Lukas Haas,175.0,24000.0,736.0,733.0,26625,0,3.0,101977,161.0,270.0,6.5
3930,Crowsnest ,2012.0,Action|Horror|Mystery|Thriller,English,Canada,R,84.0,,1200000.0,,Brenton Spencer,Christie Burke,Victor Zinck Jr.,Chelsey Reist,0.0,380.0,91.0,63.0,630,238,0.0,1321,51.0,22.0,3.8
3931,Dark Shadows ,2012.0,Comedy|Fantasy|Horror,English,USA,PG-13,113.0,1.85,100000000.0,79711678.0,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,13000.0,40000.0,17000.0,16000.0,80849,82000,7.0,199039,479.0,526.0,6.2
3932,Darling Companion ,2012.0,Comedy|Drama|Romance,English,USA,PG-13,103.0,2.35,,793352.0,Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard,759.0,967.0,830.0,820.0,3878,0,1.0,2551,25.0,57.0,5.1
3933,Day One ,2012.0,Biography|Drama|Music,English,USA,PG-13,102.0,,3400000.0,,Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio,19.0,632.0,144.0,80.0,1011,0,7.0,2116,13.0,17.0,6.6
3934,Deadfall ,2012.0,Crime|Drama|Thriller,English,USA,R,95.0,2.35,12000000.0,65804.0,Stefan Ruzowitzky,Charlie Hunnam,Olivia Wilde,Sissy Spacek,24.0,16000.0,10000.0,874.0,27575,0,1.0,32512,86.0,162.0,6.3
3935,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012.0,Documentary,English,USA,,88.0,,500000.0,151389.0,Molly Bernstein,David Mamet,Ricky Jay,Dick Cavett,0.0,342.0,79.0,49.0,483,590,0.0,774,7.0,39.0,7.1
3936,Detention of the Dead ,2012.0,Comedy|Horror,English,USA,Not Rated,87.0,2.35,500000.0,1332.0,Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler,38.0,552.0,533.0,445.0,2251,898,6.0,2038,20.0,29.0,4.6
3937,Diary of a Wimpy Kid: Dog Days ,2012.0,Comedy|Family,English,USA,PG,94.0,2.35,22000000.0,49002815.0,David Bowers,Zachary Gordon,Rachael Harris,Karan Brar,42.0,975.0,569.0,517.0,3153,0,2.0,15665,35.0,88.0,6.4
3938,Django Unchained ,2012.0,Drama|Western,English,USA,R,165.0,2.35,100000000.0,162804648.0,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,16000.0,29000.0,11000.0,265.0,40978,199000,1.0,955174,1193.0,765.0,8.5
3939,Dredd ,2012.0,Action|Sci-Fi,English,UK,R,95.0,2.35,35000000.0,13401683.0,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,38.0,409.0,107.0,20.0,578,46000,0.0,203458,588.0,432.0,7.1
3940,Dredd ,2012.0,Action|Sci-Fi,English,UK,R,95.0,2.35,35000000.0,13401683.0,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,38.0,409.0,107.0,20.0,578,46000,0.0,203461,588.0,432.0,7.1
3941,Dysfunctional Friends ,2012.0,Comedy|Drama,English,USA,Not Rated,111.0,1.85,1800000.0,,Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali,21.0,761.0,713.0,685.0,4306,569,13.0,686,8.0,4.0,5.4
3942,Eddie: The Sleepwalking Cannibal ,2012.0,Comedy|Horror,English,Canada,Not Rated,83.0,,1500000.0,1521.0,Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Georgina Reilly,5.0,413.0,197.0,98.0,843,932,0.0,1231,10.0,56.0,5.7
3943,End of Watch ,2012.0,Crime|Drama|Thriller,English,USA,R,109.0,1.85,7000000.0,40983001.0,David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,453.0,15000.0,10000.0,953.0,27788,38000,2.0,181025,336.0,355.0,7.7
3944,Ernest & Celestine ,2012.0,Animation|Comedy|Crime|Drama|Family,French,France,PG,80.0,1.85,9600000.0,71442.0,Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,2.0,6000.0,637.0,186.0,6829,0,0.0,12029,32.0,99.0,7.9
3945,Filly Brown ,2012.0,Drama|Music,English,USA,R,80.0,2.35,427000.0,2833383.0,Youssef Delara,Noel Gugliemi,Jenni Rivera,Jorge Diaz,8.0,2000.0,245.0,183.0,2459,0,1.0,910,11.0,16.0,5.7
3946,Flight ,2012.0,Drama|Thriller,English,USA,R,138.0,2.35,31000000.0,93749203.0,Robert Zemeckis,Denzel Washington,Bruce Greenwood,Nadine Velazquez,0.0,18000.0,984.0,874.0,20952,64000,0.0,264047,491.0,449.0,7.3
3947,Foodfight! ,2012.0,Action|Animation|Comedy|Family|Fantasy,English,USA,PG,91.0,,65000000.0,,Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,11.0,719.0,611.0,500.0,3090,0,0.0,4377,66.0,12.0,1.7
3948,"For a Good Time, Call... ",2012.0,Comedy,English,USA,R,88.0,2.35,850000.0,1243961.0,Jamie Travis,James Wolk,Ari Graynor,Nia Vardalos,15.0,938.0,904.0,567.0,3770,0,0.0,13421,34.0,115.0,6.0
3949,For Greater Glory: The True Story of Cristiada ,2012.0,Drama|History|War,Spanish,Mexico,R,145.0,2.35,10818775.0,5669081.0,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,0.0,639.0,377.0,280.0,1807,0,1.0,3665,57.0,43.0,6.6
3950,Frances Ha ,2012.0,Comedy|Drama|Romance,English,USA,R,86.0,1.85,,4063238.0,Noah Baumbach,Greta Gerwig,Grace Gummer,Vanessa Ray,387.0,962.0,481.0,270.0,2260,11000,0.0,43982,139.0,345.0,7.4
3951,Frankenweenie ,2012.0,Animation|Comedy|Family|Horror|Sci-Fi,English,USA,PG,87.0,1.85,39000000.0,35287788.0,Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer,13000.0,940.0,925.0,787.0,4774,25000,0.0,73886,165.0,370.0,7.0
3952,Freaky Deaky ,2012.0,Comedy|Crime|Thriller,English,USA,R,90.0,,6000000.0,,Charles Matthau,Billy Burke,Michael Jai White,Bill Duke,139.0,2000.0,2000.0,1000.0,6569,0,0.0,6741,11.0,13.0,6.5
3953,Fun Size ,2012.0,Adventure|Comedy,English,USA,PG-13,86.0,2.35,14000000.0,9402410.0,Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,90.0,962.0,925.0,635.0,3715,0,1.0,11233,32.0,77.0,5.4
3954,Girls Gone Dead ,2012.0,Comedy|Horror,English,USA,R,104.0,2.35,500000.0,,Michael Hoffman Jr.,Vincent Chimato,John McGlothlin,Al Sapienza,32.0,685.0,492.0,238.0,2102,0,2.0,2012,28.0,64.0,3.5
3955,Good Deeds ,2012.0,Comedy|Drama|Romance,English,USA,PG-13,110.0,2.35,,35010192.0,Tyler Perry,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,0.0,849.0,597.0,490.0,2226,0,1.0,6352,43.0,42.0,5.4
